ano,Mês,Região,Estado,publica,particular,Total,Taxa_Inclusao,Nivel_Atendimento,Projeção,Mês_Nome
2010,4,Sul,PR,3493,863,4356,0.64,Médio,Não,Abril
2010,4,Sul,RS,3611,855,4466,0.65,Alto,Não,Abril
2010,4,Sul,SC,3625,827,4452,0.65,Médio,Não,Abril
2010,5,Centro-Oeste,DF,2689,650,3339,0.64,Médio,Não,Maio
2010,5,Centro-Oeste,GO,2472,622,3094,0.64,Alto,Não,Maio
2010,5,Centro-Oeste,MS,2543,628,3171,0.69,Médio,Não,Maio
2010,5,Centro-Oeste,MT,2614,636,3250,0.63,Baixo,Não,Maio
2010,5,Nordeste,AL,1010,245,1255,0.64,Médio,Não,Maio
2010,5,Nordeste,BA,984,242,1226,0.64,Médio,Não,Maio
2010,5,Nordeste,CE,1015,241,1256,0.58,Médio,Não,Maio
2010,5,Nordeste,MA,1042,250,1292,0.63,Médio,Não,Maio
2010,5,Nordeste,PB,1053,241,1294,0.66,Médio,Não,Maio
2010,5,Nordeste,PE,1021,263,1284,0.65,Médio,Não,Maio
2010,5,Nordeste,PI,1022,246,1268,0.63,Alto,Não,Maio
2010,5,Nordeste,RN,996,261,1257,0.65,Alto,Não,Maio
2010,5,Nordeste,SE,1058,242,1300,0.59,Baixo,Não,Maio
2010,5,Norte,AC,1009,251,1260,0.61,Alto,Não,Maio
2010,5,Norte,AM,1080,255,1335,0.63,Médio,Não,Maio
2010,5,Norte,AP,1018,242,1260,0.65,Baixo,Não,Maio
2010,5,Norte,PA,1057,257,1314,0.63,Alto,Não,Maio
2010,5,Norte,RO,1073,245,1318,0.59,Médio,Não,Maio
2010,5,Norte,RR,1069,260,1329,0.57,Médio,Não,Maio
2010,5,Norte,TO,1038,254,1292,0.59,Baixo,Não,Maio
2010,5,Sudeste,ES,3318,795,4113,0.65,Alto,Não,Maio
2010,5,Sudeste,MG,3231,832,4063,0.69,Baixo,Não,Maio
2010,5,Sudeste,RJ,3213,837,4050,0.74,Médio,Não,Maio
2010,5,Sudeste,SP,3410,858,4268,0.73,Médio,Não,Maio
2010,5,Sul,PR,3732,901,4633,0.65,Médio,Não,Maio
2010,5,Sul,RS,3748,887,4635,0.71,Alto,Não,Maio
2010,5,Sul,SC,3659,916,4575,0.64,Médio,Não,Maio
2010,6,Centro-Oeste,DF,2603,674,3277,0.67,Baixo,Não,Junho
2010,6,Centro-Oeste,GO,2650,642,3292,0.65,Alto,Não,Junho
2010,6,Centro-Oeste,MS,2643,683,3326,0.66,Baixo,Não,Junho
2010,6,Centro-Oeste,MT,2721,662,3383,0.65,Baixo,Não,Junho
2010,6,Nordeste,AL,1108,266,1374,0.67,Médio,Não,Junho
2010,6,Nordeste,BA,1074,249,1323,0.63,Médio,Não,Junho
2010,6,Nordeste,CE,1080,270,1350,0.62,Médio,Não,Junho
2010,6,Nordeste,MA,1037,261,1298,0.63,Baixo,Não,Junho
2010,6,Nordeste,PB,1008,270,1278,0.63,Baixo,Não,Junho
2010,6,Nordeste,PE,1060,250,1310,0.61,Baixo,Não,Junho
2010,6,Nordeste,PI,1081,260,1341,0.6,Médio,Não,Junho
2010,6,Nordeste,RN,1039,250,1289,0.65,Baixo,Não,Junho
2010,6,Nordeste,SE,1037,270,1307,0.68,Baixo,Não,Junho
2010,6,Norte,AC,1067,268,1335,0.58,Médio,Não,Junho
2010,6,Norte,AM,1093,269,1362,0.63,Médio,Não,Junho
2010,6,Norte,AP,1045,270,1315,0.57,Baixo,Não,Junho
2010,6,Norte,PA,1094,268,1362,0.57,Médio,Não,Junho
2010,6,Norte,RO,1074,259,1333,0.61,Médio,Não,Junho
2010,6,Norte,RR,1097,262,1359,0.58,Alto,Não,Junho
2010,6,Norte,TO,1109,263,1372,0.65,Baixo,Não,Junho
2010,6,Sudeste,ES,3330,880,4210,0.66,Alto,Não,Junho
2010,6,Sudeste,MG,3614,857,4471,0.65,Alto,Não,Junho
2010,6,Sudeste,RJ,3567,870,4437,0.66,Alto,Não,Junho
2010,6,Sudeste,SP,3491,850,4341,0.74,Alto,Não,Junho
2010,6,Sul,PR,3757,917,4674,0.62,Alto,Não,Junho
2010,6,Sul,RS,4020,957,4977,0.7,Médio,Não,Junho
2010,6,Sul,SC,3835,907,4742,0.69,Alto,Não,Junho
2010,7,Centro-Oeste,DF,2711,649,3360,0.68,Médio,Não,Julho
2010,7,Centro-Oeste,GO,2519,636,3155,0.69,Baixo,Não,Julho
2010,7,Centro-Oeste,MS,2530,650,3180,0.66,Médio,Não,Julho
2010,7,Centro-Oeste,MT,2604,621,3225,0.66,Médio,Não,Julho
2010,7,Nordeste,AL,989,260,1249,0.65,Baixo,Não,Julho
2010,7,Nordeste,BA,1063,254,1317,0.65,Médio,Não,Julho
2010,7,Nordeste,CE,995,256,1251,0.63,Baixo,Não,Julho
2010,7,Nordeste,MA,1073,253,1326,0.65,Baixo,Não,Julho
2010,7,Nordeste,PB,1053,258,1311,0.61,Baixo,Não,Julho
2010,7,Nordeste,PE,1070,252,1322,0.63,Médio,Não,Julho
2010,7,Nordeste,PI,1011,260,1271,0.61,Médio,Não,Julho
2010,7,Nordeste,RN,1017,258,1275,0.64,Médio,Não,Julho
2010,7,Nordeste,SE,1080,263,1343,0.59,Baixo,Não,Julho
2010,7,Norte,AC,1044,254,1298,0.62,Médio,Não,Julho
2010,7,Norte,AM,1080,246,1326,0.64,Médio,Não,Julho
2010,7,Norte,AP,1020,256,1276,0.6,Médio,Não,Julho
2010,7,Norte,PA,1071,265,1336,0.65,Alto,Não,Julho
2010,7,Norte,RO,999,244,1243,0.56,Baixo,Não,Julho
2010,7,Norte,RR,991,245,1236,0.64,Baixo,Não,Julho
2010,7,Norte,TO,992,254,1246,0.62,Alto,Não,Julho
2010,7,Sudeste,ES,3410,788,4198,0.71,Alto,Não,Julho
2010,7,Sudeste,MG,3437,839,4276,0.65,Alto,Não,Julho
2010,7,Sudeste,RJ,3495,800,4295,0.67,Médio,Não,Julho
2010,7,Sudeste,SP,3530,855,4385,0.71,Alto,Não,Julho
2010,7,Sul,PR,3894,930,4824,0.66,Alto,Não,Julho
2010,7,Sul,RS,3855,903,4758,0.68,Baixo,Não,Julho
2010,7,Sul,SC,3742,889,4631,0.68,Alto,Não,Julho
2010,8,Centro-Oeste,DF,2532,599,3131,0.61,Alto,Não,Agosto
2010,8,Centro-Oeste,GO,2494,610,3104,0.64,Baixo,Não,Agosto
2010,8,Centro-Oeste,MS,2336,573,2909,0.62,Baixo,Não,Agosto
2010,8,Centro-Oeste,MT,2420,607,3027,0.63,Baixo,Não,Agosto
2010,8,Nordeste,AL,931,227,1158,0.62,Baixo,Não,Agosto
2010,8,Nordeste,BA,962,244,1206,0.59,Baixo,Não,Agosto
2010,8,Nordeste,CE,953,242,1195,0.64,Médio,Não,Agosto
2010,8,Nordeste,MA,945,243,1188,0.64,Alto,Não,Agosto
2010,8,Nordeste,PB,928,244,1172,0.65,Baixo,Não,Agosto
2010,8,Nordeste,PE,926,243,1169,0.66,Médio,Não,Agosto
2010,8,Nordeste,PI,989,225,1214,0.61,Médio,Não,Agosto
2010,8,Nordeste,RN,955,241,1196,0.62,Baixo,Não,Agosto
2010,8,Nordeste,SE,974,226,1200,0.6,Médio,Não,Agosto
2010,8,Norte,AC,970,243,1213,0.64,Médio,Não,Agosto
2010,8,Norte,AM,936,232,1168,0.59,Médio,Não,Agosto
2010,8,Norte,AP,969,232,1201,0.59,Baixo,Não,Agosto
2010,8,Norte,PA,943,246,1189,0.58,Médio,Não,Agosto
2010,8,Norte,RO,989,235,1224,0.55,Médio,Não,Agosto
2010,8,Norte,RR,967,238,1205,0.59,Alto,Não,Agosto
2010,8,Norte,TO,930,246,1176,0.58,Médio,Não,Agosto
2010,8,Sudeste,ES,3279,760,4039,0.69,Alto,Não,Agosto
2010,8,Sudeste,MG,3079,778,3857,0.72,Médio,Não,Agosto
2010,8,Sudeste,RJ,3281,803,4084,0.71,Médio,Não,Agosto
2010,8,Sudeste,SP,3256,774,4030,0.73,Médio,Não,Agosto
2010,8,Sul,PR,3419,843,4262,0.62,Alto,Não,Agosto
2010,8,Sul,RS,3625,878,4503,0.68,Alto,Não,Agosto
2010,8,Sul,SC,3616,873,4489,0.63,Médio,Não,Agosto
2010,9,Centro-Oeste,DF,2147,540,2687,0.68,Baixo,Não,Setembro
2010,9,Centro-Oeste,GO,2197,531,2728,0.69,Médio,Não,Setembro
2010,9,Centro-Oeste,MS,2112,531,2643,0.67,Baixo,Não,Setembro
2010,9,Centro-Oeste,MT,2113,527,2640,0.63,Médio,Não,Setembro
2010,9,Nordeste,AL,877,203,1080,0.59,Médio,Não,Setembro
2010,9,Nordeste,BA,862,209,1071,0.63,Baixo,Não,Setembro
2010,9,Nordeste,CE,828,219,1047,0.58,Alto,Não,Setembro
2010,9,Nordeste,MA,861,202,1063,0.61,Alto,Não,Setembro
2010,9,Nordeste,PB,851,202,1053,0.58,Médio,Não,Setembro
2010,9,Nordeste,PE,839,223,1062,0.65,Médio,Não,Setembro
2010,9,Nordeste,PI,905,218,1123,0.66,Médio,Não,Setembro
2010,9,Nordeste,RN,911,215,1126,0.67,Baixo,Não,Setembro
2010,9,Nordeste,SE,881,217,1098,0.65,Baixo,Não,Setembro
2010,9,Norte,AC,858,219,1077,0.63,Baixo,Não,Setembro
2010,9,Norte,AM,828,215,1043,0.58,Baixo,Não,Setembro
2010,9,Norte,AP,892,223,1115,0.57,Médio,Não,Setembro
2010,9,Norte,PA,837,215,1052,0.64,Alto,Não,Setembro
2010,9,Norte,RO,854,203,1057,0.59,Baixo,Não,Setembro
2010,9,Norte,RR,869,221,1090,0.63,Médio,Não,Setembro
2010,9,Norte,TO,903,205,1108,0.63,Baixo,Não,Setembro
2010,9,Sudeste,ES,2718,668,3386,0.72,Médio,Não,Setembro
2010,9,Sudeste,MG,2874,668,3542,0.67,Alto,Não,Setembro
2010,9,Sudeste,RJ,2834,716,3550,0.68,Alto,Não,Setembro
2010,9,Sudeste,SP,2881,691,3572,0.69,Alto,Não,Setembro
2010,9,Sul,PR,3211,744,3955,0.65,Médio,Não,Setembro
2010,9,Sul,RS,3148,761,3909,0.7,Médio,Não,Setembro
2010,9,Sul,SC,3320,756,4076,0.68,Alto,Não,Setembro
2010,10,Centro-Oeste,DF,1900,483,2383,0.62,Baixo,Não,Outubro
2010,10,Centro-Oeste,GO,2021,469,2490,0.68,Baixo,Não,Outubro
2010,10,Centro-Oeste,MS,2008,480,2488,0.68,Alto,Não,Outubro
2010,10,Centro-Oeste,MT,1851,484,2335,0.66,Alto,Não,Outubro
2010,10,Nordeste,AL,739,188,927,0.6,Baixo,Não,Outubro
2010,10,Nordeste,BA,787,197,984,0.66,Médio,Não,Outubro
2010,10,Nordeste,CE,745,197,942,0.63,Médio,Não,Outubro
2010,10,Nordeste,MA,779,185,964,0.63,Baixo,Não,Outubro
2010,10,Nordeste,PB,802,189,991,0.66,Médio,Não,Outubro
2010,10,Nordeste,PE,785,196,981,0.66,Baixo,Não,Outubro
2010,10,Nordeste,PI,800,188,988,0.65,Médio,Não,Outubro
2010,10,Nordeste,RN,807,188,995,0.62,Baixo,Não,Outubro
2010,10,Nordeste,SE,735,193,928,0.61,Médio,Não,Outubro
2010,10,Norte,AC,742,183,925,0.59,Médio,Não,Outubro
2010,10,Norte,AM,762,193,955,0.58,Baixo,Não,Outubro
2010,10,Norte,AP,791,198,989,0.59,Médio,Não,Outubro
2010,10,Norte,PA,778,183,961,0.61,Médio,Não,Outubro
2010,10,Norte,RO,775,192,967,0.56,Baixo,Não,Outubro
2010,10,Norte,RR,778,183,961,0.63,Baixo,Não,Outubro
2010,10,Norte,TO,782,188,970,0.62,Médio,Não,Outubro
2010,10,Sudeste,ES,2567,627,3194,0.65,Alto,Não,Outubro
2010,10,Sudeste,MG,2488,590,3078,0.72,Alto,Não,Outubro
2010,10,Sudeste,RJ,2462,627,3089,0.71,Médio,Não,Outubro
2010,10,Sudeste,SP,2589,618,3207,0.65,Médio,Não,Outubro
2010,10,Sul,PR,2706,687,3393,0.67,Médio,Não,Outubro
2010,10,Sul,RS,2734,716,3450,0.67,Alto,Não,Outubro
2010,10,Sul,SC,2736,726,3462,0.71,Baixo,Não,Outubro
2010,11,Centro-Oeste,DF,1676,449,2125,0.66,Médio,Não,Novembro
2010,11,Centro-Oeste,GO,1688,434,2122,0.68,Baixo,Não,Novembro
2010,11,Centro-Oeste,MS,1735,415,2150,0.65,Baixo,Não,Novembro
2010,11,Centro-Oeste,MT,1832,450,2282,0.6,Médio,Não,Novembro
2010,11,Nordeste,AL,676,176,852,0.62,Médio,Não,Novembro
2010,11,Nordeste,BA,695,166,861,0.67,Médio,Não,Novembro
2010,11,Nordeste,CE,692,177,869,0.63,Alto,Não,Novembro
2010,11,Nordeste,MA,709,165,874,0.64,Médio,Não,Novembro
2010,11,Nordeste,PB,711,179,890,0.61,Médio,Não,Novembro
2010,11,Nordeste,PE,679,179,858,0.61,Médio,Não,Novembro
2010,11,Nordeste,PI,718,174,892,0.59,Médio,Não,Novembro
2010,11,Nordeste,RN,683,179,862,0.61,Baixo,Não,Novembro
2010,11,Nordeste,SE,697,179,876,0.65,Baixo,Não,Novembro
2010,11,Norte,AC,673,175,848,0.59,Médio,Não,Novembro
2010,11,Norte,AM,668,167,835,0.63,Baixo,Não,Novembro
2010,11,Norte,AP,695,177,872,0.6,Médio,Não,Novembro
2010,11,Norte,PA,675,175,850,0.61,Baixo,Não,Novembro
2010,11,Norte,RO,675,167,842,0.6,Alto,Não,Novembro
2010,11,Norte,RR,703,164,867,0.6,Baixo,Não,Novembro
2010,11,Norte,TO,734,169,903,0.65,Baixo,Não,Novembro
2010,11,Sudeste,ES,2360,552,2912,0.64,Médio,Não,Novembro
2010,11,Sudeste,MG,2206,532,2738,0.64,Médio,Não,Novembro
2010,11,Sudeste,RJ,2336,573,2909,0.73,Alto,Não,Novembro
2010,11,Sudeste,SP,2248,543,2791,0.64,Alto,Não,Novembro
2010,11,Sul,PR,2656,609,3265,0.7,Alto,Não,Novembro
2010,11,Sul,RS,2614,611,3225,0.66,Médio,Não,Novembro
2010,11,Sul,SC,2687,603,3290,0.69,Médio,Não,Novembro
2010,12,Centro-Oeste,DF,1673,396,2069,0.68,Médio,Não,Dezembro
2010,12,Centro-Oeste,GO,1622,430,2052,0.64,Baixo,Não,Dezembro
2010,12,Centro-Oeste,MS,1657,414,2071,0.64,Médio,Não,Dezembro
2010,12,Centro-Oeste,MT,1665,422,2087,0.62,Baixo,Não,Dezembro
2010,12,Nordeste,AL,664,165,829,0.58,Alto,Não,Dezembro
2010,12,Nordeste,BA,661,165,826,0.62,Baixo,Não,Dezembro
2010,12,Nordeste,CE,659,172,831,0.62,Baixo,Não,Dezembro
2010,12,Nordeste,MA,682,166,848,0.6,Alto,Não,Dezembro
2010,12,Nordeste,PB,672,163,835,0.65,Baixo,Não,Dezembro
2010,12,Nordeste,PE,681,166,847,0.67,Baixo,Não,Dezembro
2010,12,Nordeste,PI,689,172,861,0.61,Baixo,Não,Dezembro
2010,12,Nordeste,RN,670,158,828,0.63,Médio,Não,Dezembro
2010,12,Nordeste,SE,700,164,864,0.64,Médio,Não,Dezembro
2010,12,Norte,AC,663,169,832,0.58,Baixo,Não,Dezembro
2010,12,Norte,AM,642,171,813,0.58,Médio,Não,Dezembro
2010,12,Norte,AP,650,164,814,0.57,Baixo,Não,Dezembro
2010,12,Norte,PA,650,163,813,0.62,Alto,Não,Dezembro
2010,12,Norte,RO,680,159,839,0.57,Baixo,Não,Dezembro
2010,12,Norte,RR,705,166,871,0.61,Médio,Não,Dezembro
2010,12,Norte,TO,642,169,811,0.63,Baixo,Não,Dezembro
2010,12,Sudeste,ES,2198,518,2716,0.74,Alto,Não,Dezembro
2010,12,Sudeste,MG,2155,543,2698,0.69,Alto,Não,Dezembro
2010,12,Sudeste,RJ,2111,534,2645,0.65,Alto,Não,Dezembro
2010,12,Sudeste,SP,2217,563,2780,0.7,Médio,Não,Dezembro
2010,12,Sul,PR,2534,577,3111,0.7,Alto,Não,Dezembro
2010,12,Sul,RS,2477,610,3087,0.7,Alto,Não,Dezembro
2010,12,Sul,SC,2414,577,2991,0.7,Alto,Não,Dezembro
2011,1,Centro-Oeste,DF,1906,481,2387,0.69,Médio,Não,Janeiro
2011,1,Centro-Oeste,GO,1854,450,2304,0.64,Baixo,Não,Janeiro
2011,1,Centro-Oeste,MS,1934,457,2391,0.63,Baixo,Não,Janeiro
2011,1,Centro-Oeste,MT,1879,453,2332,0.67,Baixo,Não,Janeiro
2011,1,Nordeste,AL,800,181,981,0.64,Baixo,Não,Janeiro
2011,1,Nordeste,BA,735,186,921,0.65,Médio,Não,Janeiro
2011,1,Nordeste,CE,790,185,975,0.65,Baixo,Não,Janeiro
2011,1,Nordeste,MA,789,193,982,0.59,Alto,Não,Janeiro
2011,1,Nordeste,PB,760,178,938,0.64,Médio,Não,Janeiro
2011,1,Nordeste,PE,736,192,928,0.59,Alto,Não,Janeiro
2011,1,Nordeste,PI,809,194,1003,0.66,Médio,Não,Janeiro
2011,1,Nordeste,RN,736,184,920,0.64,Médio,Não,Janeiro
2011,1,Nordeste,SE,799,186,985,0.63,Baixo,Não,Janeiro
2011,1,Norte,AC,736,177,913,0.6,Médio,Não,Janeiro
2011,1,Norte,AM,739,193,932,0.57,Médio,Não,Janeiro
2011,1,Norte,AP,740,178,918,0.59,Baixo,Não,Janeiro
2011,1,Norte,PA,749,189,938,0.65,Médio,Não,Janeiro
2011,1,Norte,RO,779,178,957,0.64,Médio,Não,Janeiro
2011,1,Norte,RR,739,190,929,0.61,Baixo,Não,Janeiro
2011,1,Norte,TO,810,193,1003,0.59,Médio,Não,Janeiro
2011,1,Sudeste,ES,2461,589,3050,0.69,Alto,Não,Janeiro
2011,1,Sudeste,MG,2545,632,3177,0.7,Alto,Não,Janeiro
2011,1,Sudeste,RJ,2471,607,3078,0.66,Alto,Não,Janeiro
2011,1,Sudeste,SP,2496,628,3124,0.68,Alto,Não,Janeiro
2011,1,Sul,PR,2886,704,3590,0.68,Médio,Não,Janeiro
2011,1,Sul,RS,2867,684,3551,0.67,Médio,Não,Janeiro
2011,1,Sul,SC,2817,707,3524,0.65,Alto,Não,Janeiro
2011,2,Centro-Oeste,DF,2081,517,2598,0.68,Alto,Não,Fevereiro
2011,2,Centro-Oeste,GO,2200,535,2735,0.69,Médio,Não,Fevereiro
2011,2,Centro-Oeste,MS,2167,534,2701,0.68,Baixo,Não,Fevereiro
2011,2,Centro-Oeste,MT,2144,515,2659,0.66,Baixo,Não,Fevereiro
2011,2,Nordeste,AL,828,213,1041,0.66,Baixo,Não,Fevereiro
2011,2,Nordeste,BA,835,212,1047,0.65,Alto,Não,Fevereiro
2011,2,Nordeste,CE,829,209,1038,0.66,Médio,Não,Fevereiro
2011,2,Nordeste,MA,824,197,1021,0.66,Médio,Não,Fevereiro
2011,2,Nordeste,PB,819,196,1015,0.6,Baixo,Não,Fevereiro
2011,2,Nordeste,PE,876,213,1089,0.66,Baixo,Não,Fevereiro
2011,2,Nordeste,PI,855,202,1057,0.58,Médio,Não,Fevereiro
2011,2,Nordeste,RN,868,211,1079,0.65,Baixo,Não,Fevereiro
2011,2,Nordeste,SE,852,204,1056,0.64,Baixo,Não,Fevereiro
2011,2,Norte,AC,873,211,1084,0.64,Médio,Não,Fevereiro
2011,2,Norte,AM,833,207,1040,0.63,Alto,Não,Fevereiro
2011,2,Norte,AP,880,206,1086,0.6,Médio,Não,Fevereiro
2011,2,Norte,PA,835,197,1032,0.61,Médio,Não,Fevereiro
2011,2,Norte,RO,817,205,1022,0.64,Baixo,Não,Fevereiro
2011,2,Norte,RR,848,203,1051,0.64,Baixo,Não,Fevereiro
2011,2,Norte,TO,853,212,1065,0.59,Alto,Não,Fevereiro
